Timestamp,Player_X,Player_Y,Obj1_X,Obj1_Y,Obj2_X,Obj2_Y
15:37:14.245213,725,320,481,292,476,292
15:37:14.331149,750,345,491,292,486,292
15:37:14.379526,765,360,497,292,492,292
15:37:14.496159,785,395,511,299,506,299
15:37:14.531013,785,405,515,301,510,301
15:37:14.581058,785,420,521,304,516,304
15:37:14.710087,785,450,533,310,528,310
15:37:14.780522,775,460,543,315,538,315
15:37:14.865274,750,460,553,320,548,320
15:37:15.046330,695,460,570,331,566,331
15:37:15.096429,680,460,573,335,569,335
15:37:15.146920,665,460,576,341,572,341
15:37:15.229474,640,460,581,351,577,351
15:37:15.246057,635,460,582,353,578,353
15:37:15.295159,620,460,585,359,581,359
15:37:15.380467,595,460,586,369,583,369
15:37:15.444540,575,460,586,377,583,377
15:37:15.560077,540,460,580,391,578,391
15:37:15.609807,525,460,577,397,575,397
15:37:15.659689,510,460,574,400,572,401
15:37:15.809724,465,460,556,409,554,410
15:37:15.875872,445,460,548,413,546,414
15:37:15.925076,430,460,542,416,540,417
15:37:15.974862,415,460,536,419,534,420
15:37:16.074769,385,460,524,424,522,425
15:37:16.125758,370,460,518,424,516,425
15:37:16.174946,355,460,512,424,510,425
15:37:16.225237,340,460,506,424,504,425
15:37:16.324127,310,460,494,424,492,425
15:37:16.374861,295,460,488,424,486,425
15:37:16.424656,280,455,482,424,480,425
15:37:16.489906,260,435,474,424,472,425
15:37:16.555312,240,415,466,424,464,425
15:37:16.635071,240,390,456,424,454,425
15:37:16.734574,240,360,444,422,442,422
15:37:16.934750,240,300,420,410,418,410
15:37:16.969482,240,290,416,408,414,408
15:37:17.020155,240,275,410,405,408,405
15:37:17.069227,240,260,404,402,402,402
15:37:17.134701,240,240,400,398,398,398
15:37:17.184360,240,225,397,395,395,395
15:37:17.234972,240,210,394,390,392,390
15:37:17.285230,240,195,391,384,389,384
15:37:17.434515,240,150,382,366,380,366
15:37:17.535251,240,120,376,354,374,354
15:37:17.600694,240,100,372,346,370,346
15:37:17.734819,240,60,364,330,362,330
15:37:17.820313,240,35,359,320,357,320
15:37:17.869986,240,20,356,314,354,314
15:37:18.035895,240,15,346,294,344,294
15:37:18.086212,240,15,343,288,341,288
15:37:18.135900,240,15,340,282,338,282
15:37:18.184659,240,15,337,276,335,276
15:37:18.419556,240,15,323,248,321,248
15:37:18.569848,240,15,314,230,312,230
15:37:18.670105,240,15,308,218,306,218
15:37:18.734856,240,15,304,210,302,210
15:37:18.819391,240,15,299,200,297,200
15:37:18.869774,240,15,296,194,294,194
15:37:19.034912,240,15,286,174,284,174
15:37:19.149421,240,15,279,160,277,160
15:37:19.299746,240,15,273,142,273,142
15:37:19.399869,240,15,270,130,270,130
15:37:19.450204,240,15,268,124,268,124
15:37:19.585514,240,15,264,108,264,108
15:37:19.605619,240,15,264,106,264,106
15:37:19.669385,240,15,261,98,261,98
15:37:19.719647,240,15,260,92,260,92
15:37:19.755582,240,15,259,88,259,88
15:37:19.804311,240,15,257,82,257,82
15:37:19.885690,240,15,255,74,255,74
15:37:19.989744,240,15,252,62,252,62
15:37:20.039360,240,15,251,56,251,56
15:37:20.139682,240,15,248,44,248,44
15:37:20.189627,240,15,246,38,246,38
15:37:20.305927,240,15,242,24,242,24
15:37:20.419323,240,15,240,14,240,14
15:37:20.485510,240,15,240,14,240,14
15:37:20.685575,240,15,240,14,240,14
15:37:20.734452,240,15,240,16,240,16
15:37:20.784812,240,15,240,14,240,14
15:37:20.819644,240,15,240,14,240,14
15:37:20.934480,240,15,240,16,240,16
15:37:20.985641,240,15,240,14,240,14
15:37:21.385017,240,15,240,14,240,14
15:37:21.465050,240,15,240,16,240,16
15:37:21.514576,240,15,240,14,240,14
15:37:21.880446,240,15,240,16,240,16
15:37:22.030494,240,15,240,14,240,14
15:37:22.180250,240,15,240,16,240,16
15:37:22.229839,240,15,240,14,240,14
15:37:22.294916,240,15,240,14,240,14
15:37:22.409742,240,15,240,16,240,16
15:37:22.460078,240,15,240,14,240,14
15:37:22.509451,240,15,240,16,240,16
15:37:22.545718,240,15,240,16,240,16
15:37:22.759490,240,15,240,14,240,14
15:37:22.765046,240,15,240,16,240,16
15:37:22.815003,240,15,240,14,240,14
15:37:23.044522,240,15,240,14,240,14
15:37:23.109583,240,15,240,14,240,14
15:37:23.209782,240,15,240,14,240,14
15:37:23.259859,240,15,240,16,240,16
15:37:23.274540,240,15,240,14,240,14
15:37:23.359416,240,15,240,16,240,16
15:37:23.460147,240,15,240,16,240,16
15:37:23.509855,240,15,240,14,240,14
15:37:23.609673,240,15,240,14,240,14
15:37:23.809205,240,15,240,14,240,14
15:37:23.909315,240,15,240,14,240,14
15:37:24.074865,240,15,240,14,240,14
15:37:24.154430,240,15,240,16,240,16
15:37:24.284609,240,15,240,16,240,16
15:37:24.334304,240,15,240,14,240,14
15:37:24.384977,240,15,240,16,240,16
15:37:24.519600,240,15,240,16,240,16
15:37:24.569919,240,15,240,14,240,14
15:37:24.619375,240,15,240,16,240,16
15:37:24.669713,240,15,240,14,240,14
15:37:24.754081,240,15,240,16,240,16
15:37:24.804247,240,15,240,14,240,14
15:37:24.855549,240,15,240,16,240,16
15:37:25.020026,240,15,240,16,240,16
15:37:25.069916,240,15,240,14,240,14
15:37:25.184912,240,15,240,16,240,16
15:37:25.233744,240,15,240,14,240,14
15:37:25.249579,240,15,240,16,240,16
15:37:25.385249,240,15,240,16,240,16
15:37:25.585123,240,15,240,16,240,16
15:37:25.685073,240,15,240,16,240,16
15:37:25.735294,240,15,240,14,240,14
15:37:25.785000,240,15,240,16,240,16
15:37:25.834766,240,15,240,14,240,14
15:37:25.889787,240,15,240,16,240,16
15:37:25.935184,240,15,240,14,240,14
15:37:26.034319,240,15,240,14,240,14
15:37:26.099277,240,15,240,14,240,14
15:37:26.134740,240,15,240,14,240,14
15:37:26.399901,240,15,240,16,240,16
15:37:26.499135,240,15,240,16,240,16
15:37:26.549257,240,15,240,14,240,14
15:37:26.650066,240,15,240,14,240,14
15:37:26.698956,240,15,240,16,240,16
15:37:26.714737,240,15,240,14,240,14
15:37:26.764624,240,15,240,16,240,16
15:37:26.814895,240,15,240,14,240,14
15:37:26.899028,240,15,240,16,240,16
15:37:27.000172,240,15,240,16,240,16
15:37:27.064802,240,15,240,16,240,16
15:37:27.114350,240,15,240,14,240,14
15:37:27.179623,240,15,240,14,240,14
15:37:27.229803,240,15,240,16,240,16
15:37:27.344411,240,15,240,14,240,14
15:37:27.459888,240,15,240,16,240,16
15:37:27.609683,240,15,240,14,240,14
15:37:27.674732,240,15,240,14,240,14
15:37:27.725570,240,15,240,16,240,16
15:37:27.904822,240,15,240,14,240,14
15:37:27.954086,240,15,240,16,240,16
15:37:28.004328,240,15,240,14,240,14
15:37:28.054013,240,15,240,16,240,16
15:37:28.119039,240,15,240,16,240,16
15:37:28.169214,240,15,240,14,240,14
15:37:28.434493,240,15,240,14,240,14
15:37:28.533943,240,15,240,14,240,14
15:37:28.858854,240,15,240,16,240,16
15:37:28.909115,240,15,240,14,240,14
15:37:28.964381,240,15,240,16,240,16
15:37:29.244467,240,15,240,16,240,16
15:37:29.309344,240,15,240,16,240,16
15:37:29.374488,240,15,240,16,240,16
15:37:29.424791,240,15,240,14,240,14
15:37:29.524361,240,15,240,14,240,14
15:37:29.589198,240,15,240,14,240,14
15:37:29.639723,240,15,240,16,240,16
15:37:29.788920,240,15,240,14,240,14
15:37:29.839543,240,15,240,16,240,16
15:37:29.889403,240,15,240,14,240,14
15:37:30.139359,240,15,240,16,240,16
15:37:30.189232,240,15,240,14,240,14
15:37:30.339525,240,15,240,16,240,16
15:37:30.389597,240,15,240,14,240,14
15:37:30.474158,240,15,240,16,240,16
15:37:30.524067,240,15,240,14,240,14
15:37:30.589187,240,15,240,14,240,14
15:37:30.749735,240,15,240,16,240,16
15:37:30.833802,240,15,240,14,240,14
15:37:30.885024,240,15,240,16,240,16
15:37:30.949343,240,15,240,16,240,16
15:37:31.099419,240,15,240,14,240,14
15:37:31.214479,240,15,240,16,240,16
15:37:31.313714,240,15,240,16,240,16
15:37:31.464350,240,15,240,14,240,14
15:37:31.564583,240,15,240,14,240,14
15:37:31.613692,240,15,240,16,240,16
15:37:31.729263,240,15,240,14,240,14
15:37:31.744112,240,15,240,16,240,16
15:37:31.793910,240,15,240,14,240,14
15:37:31.844583,240,15,240,16,240,16
15:37:31.959345,240,15,240,14,240,14
15:37:32.043750,240,15,240,16,240,16
15:37:32.244330,240,15,240,16,240,16
15:37:32.304305,240,15,240,14,240,14
15:37:32.414296,240,15,240,16,240,16
15:37:32.969437,240,15,240,14,240,14
15:37:32.985231,240,15,240,16,240,16
15:37:33.133599,240,15,240,14,240,14
15:37:33.183600,240,15,240,16,240,16
15:37:33.235394,240,15,240,14,240,14
15:37:33.285148,240,15,240,16,240,16
15:37:33.333597,240,15,240,14,240,14
15:37:33.399356,240,15,240,14,240,14
15:37:33.449993,240,15,240,16,240,16
15:37:33.499040,240,15,240,14,240,14
15:37:33.539432,240,15,240,14,240,14
15:37:33.703659,240,15,240,14,240,14
15:37:33.769145,240,15,240,14,240,14
15:37:33.819003,240,15,240,16,240,16
15:37:33.885459,240,15,240,16,240,16
15:37:33.934279,240,15,240,14,240,14
15:37:33.999176,240,15,240,14,240,14
15:37:34.164439,240,15,240,14,240,14
15:37:34.433974,240,15,240,14,240,14
15:37:34.484046,240,15,240,16,240,16
15:37:34.584142,240,15,240,16,240,16
15:37:34.633796,240,15,240,14,240,14
15:37:34.684979,240,15,240,16,240,16
15:37:34.734296,240,15,240,14,240,14
15:37:34.769187,240,15,240,14,240,14
15:37:34.834388,240,15,240,14,240,14
15:37:34.883638,240,15,240,16,240,16
15:37:34.899203,240,15,240,14,240,14
15:37:34.965389,240,15,240,14,240,14
15:37:35.134250,240,15,240,14,240,14
15:37:35.234536,240,15,240,14,240,14
15:37:35.606067,240,15,240,16,240,16
15:37:35.638717,240,15,240,16,240,16
15:37:35.723694,240,15,240,14,240,14
15:37:35.773584,240,15,240,16,240,16
15:37:35.789272,240,15,240,14,240,14
15:37:35.924770,240,15,240,14,240,14
15:37:36.009402,240,15,240,16,240,16
15:37:36.059158,240,15,240,14,240,14
15:37:36.115776,240,15,240,16,240,16
15:37:36.329285,240,15,240,14,240,14
15:37:36.429238,240,15,240,14,240,14
15:37:36.464322,240,15,240,14,240,14
15:37:36.529835,240,15,240,14,240,14
15:37:36.579060,240,15,240,16,240,16
15:37:36.813340,240,15,240,16,240,16
15:37:36.963841,240,15,240,14,240,14
15:37:37.063735,240,15,240,14,240,14
15:37:37.113430,240,15,240,16,240,16
15:37:37.163842,240,15,240,14,240,14
15:37:37.214408,240,15,240,16,240,16
15:37:37.263895,240,15,240,14,240,14
15:37:37.313532,240,15,240,16,240,16
15:37:37.363936,240,15,240,14,240,14
15:37:37.529571,240,15,240,16,240,16
15:37:37.613634,240,15,240,14,240,14
15:37:37.698628,240,15,240,16,240,16
15:37:37.818977,240,15,240,14,240,14
15:37:37.853622,240,15,240,14,240,14
15:37:37.954962,240,15,240,14,240,14
15:37:38.188458,240,15,240,14,240,14
15:37:38.288711,240,15,240,14,240,14
15:37:38.324424,240,15,240,14,240,14
15:37:38.373709,240,15,240,16,240,16
15:37:38.423948,240,15,240,14,240,14
15:37:38.544213,240,15,240,16,240,16
15:37:38.679810,240,15,240,16,240,16
15:37:38.794001,240,15,240,14,240,14
15:37:38.914275,240,15,240,16,240,16
15:37:38.983610,240,15,240,16,240,16
15:37:39.081931,240,15,240,14,240,14
15:37:39.144248,240,15,240,14,240,14
15:37:39.208461,240,15,240,14,240,14
15:37:39.274320,240,15,240,14,240,14
15:37:39.323497,240,15,240,16,240,16
15:37:39.358388,240,15,240,16,240,16
15:37:39.373912,240,15,240,14,240,14
15:37:39.474037,240,15,240,14,240,14
15:37:39.494201,240,15,240,16,240,16
15:37:39.508634,240,15,240,14,240,14
15:37:39.615803,240,15,240,14,240,14
15:37:39.668623,240,15,240,14,240,14
15:37:39.718817,240,15,240,16,240,16
15:37:39.784914,240,15,240,16,240,16
15:37:39.833560,240,15,240,14,240,14
15:37:39.914732,240,15,240,16,240,16
15:37:39.994182,240,15,240,14,240,14
15:37:40.043976,240,15,240,16,240,16
15:37:40.129451,240,15,240,14,240,14
15:37:40.265565,240,15,240,14,240,14
15:37:40.364757,240,15,240,14,240,14
15:37:40.448623,240,15,240,16,240,16
15:37:40.568965,240,15,240,14,240,14
15:37:40.773449,240,15,240,14,240,14
15:37:40.924499,240,15,240,16,240,16
15:37:41.093428,240,15,240,16,240,16
15:37:41.129517,240,15,240,16,240,16
15:37:41.164317,240,15,240,16,240,16
15:37:41.214215,240,15,240,14,240,14
15:37:41.399539,240,15,240,16,240,16
15:37:41.449354,240,15,240,14,240,14
15:37:41.548964,240,15,240,14,240,14
15:37:41.633766,240,15,240,16,240,16
15:37:41.718199,240,15,240,14,240,14
15:37:41.733942,240,15,240,16,240,16
15:37:41.798912,240,15,240,16,240,16
15:37:41.849614,240,15,240,14,240,14
15:37:42.394157,240,15,240,14,240,14
15:37:42.508421,240,15,240,16,240,16
15:37:42.658591,240,15,240,14,240,14
15:37:42.808706,240,15,240,16,240,16
15:37:42.873883,240,15,240,16,240,16
15:37:42.988709,240,15,240,14,240,14
15:37:43.338250,240,15,240,16,240,16
15:37:43.418510,240,15,240,14,240,14
15:37:43.519007,240,15,240,14,240,14
15:37:43.568339,240,15,240,16,240,16
15:37:43.668748,240,15,240,16,240,16
15:37:43.718890,240,15,240,14,240,14
15:37:43.833893,240,15,240,16,240,16
15:37:43.958991,240,15,240,16,240,16
15:37:44.013839,240,15,240,16,240,16
15:37:44.088140,240,15,240,16,240,16
15:37:44.153822,240,15,240,16,240,16
15:37:44.204403,240,15,240,14,240,14
15:37:44.353546,240,15,240,16,240,16
15:37:44.468150,240,15,240,14,240,14
15:37:44.568342,240,15,240,14,240,14
15:37:44.688353,240,15,240,16,240,16
15:37:44.723279,240,15,240,16,240,16
15:37:44.823430,240,15,240,16,240,16
15:37:44.923065,240,15,240,16,240,16
15:37:44.973567,240,15,240,14,240,14
15:37:45.023843,240,15,240,16,240,16
15:37:45.138681,240,15,240,14,240,14
15:37:45.173960,240,15,240,14,240,14
15:37:45.343509,240,15,240,14,240,14
15:37:45.378504,240,15,240,14,240,14
15:37:45.428662,240,15,240,16,240,16
15:37:45.514298,240,15,240,14,240,14
15:37:45.613692,240,15,240,16,240,16
15:37:45.663572,240,15,240,14,240,14
15:37:45.714220,240,15,240,16,240,16
15:37:45.763705,240,15,240,14,240,14
15:37:45.814034,240,15,240,16,240,16
15:37:45.913919,240,15,240,16,240,16
15:37:45.999132,240,15,240,14,240,14
15:37:46.048967,240,15,240,16,240,16
15:37:46.083867,240,15,240,16,240,16
15:37:46.353064,240,15,240,16,240,16
15:37:46.368669,240,15,240,14,240,14
15:37:46.418851,240,15,240,16,240,16
15:37:46.548735,240,15,240,16,240,16
15:37:46.633676,240,15,240,14,240,14
15:37:46.685732,240,15,240,16,240,16
15:37:46.733557,240,15,240,14,240,14
15:37:46.798930,240,15,240,14,240,14
15:37:46.848843,240,15,240,16,240,16
15:37:46.898907,240,15,240,14,240,14
15:37:46.998513,240,15,240,14,240,14
15:37:47.048465,240,15,240,16,240,16
15:37:47.064898,240,15,240,14,240,14
15:37:47.148709,240,15,240,16,240,16
15:37:47.233063,240,15,240,14,240,14
15:37:47.348332,240,15,240,16,240,16
15:37:47.384831,240,15,240,16,240,16
15:37:47.448903,240,15,240,16,240,16
15:37:47.483685,240,15,240,16,240,16
15:37:47.548812,240,15,240,16,240,16
15:37:47.613831,240,15,240,16,240,16
15:37:47.698335,240,15,240,14,240,14
15:37:47.748207,240,15,240,16,240,16
15:37:47.798252,240,15,240,14,240,14
15:37:47.914111,240,15,240,16,240,16
15:37:47.999963,240,15,240,14,240,14
15:37:48.033709,240,15,240,14,240,14
15:37:48.098226,240,15,240,14,240,14
15:37:48.184626,240,15,240,16,240,16
15:37:48.234439,240,15,240,14,240,14
15:37:48.333942,240,15,240,14,240,14
15:37:48.368721,240,15,240,14,240,14
15:37:48.468617,240,15,240,14,240,14
15:37:48.518528,240,15,240,16,240,16
15:37:48.553768,240,15,240,16,240,16
15:37:48.588699,240,15,240,16,240,16
15:37:48.637992,240,15,240,14,240,14
15:37:48.758514,240,15,240,16,240,16
15:37:48.808383,240,15,240,14,240,14
15:37:48.873722,240,15,240,14,240,14
15:37:48.958486,240,15,240,16,240,16
15:37:49.008408,240,15,240,14,240,14
15:37:49.223730,240,15,240,16,240,16
15:37:49.323728,240,15,240,16,240,16
15:37:49.408636,240,15,240,14,240,14
15:37:49.508661,240,15,240,14,240,14
15:37:49.573737,240,15,240,14,240,14
15:37:49.658453,240,15,240,16,240,16
15:37:49.727910,240,15,240,16,240,16
15:37:49.877959,240,15,240,14,240,14
15:37:50.042865,240,15,240,14,240,14
15:37:50.144653,240,15,240,14,240,14
15:37:50.193274,240,15,240,16,240,16
15:37:50.308040,240,15,240,14,240,14
15:37:50.358358,240,15,240,16,240,16
15:37:50.392934,240,15,240,16,240,16
15:37:50.508192,240,15,240,14,240,14
15:37:50.558426,240,15,240,16,240,16
15:37:50.607894,240,15,240,14,240,14
15:37:50.658717,240,15,240,16,240,16
15:37:50.729232,240,15,240,16,240,16
15:37:50.781214,240,15,240,14,240,14
15:37:50.863421,240,15,240,16,240,16
15:37:50.913941,240,15,240,14,240,14
15:37:51.013341,240,15,240,14,240,14
15:37:51.064204,240,15,240,16,240,16
15:37:51.177917,240,15,240,14,240,14
15:37:51.214869,240,15,240,14,240,14
15:37:51.348080,240,15,240,14,240,14
15:37:51.398805,240,15,240,16,240,16
15:37:51.534130,240,15,240,16,240,16
15:37:51.617821,240,15,240,14,240,14
15:37:51.698160,240,15,240,16,240,16
15:37:51.783485,240,15,240,14,240,14
15:37:51.832858,240,15,240,16,240,16
15:37:51.882886,240,15,240,14,240,14
15:37:52.213562,240,15,240,14,240,14
15:37:52.335806,240,15,240,16,240,16
15:37:52.418153,240,15,240,14,240,14
15:37:52.483307,240,15,240,14,240,14
15:37:52.533196,240,15,240,16,240,16
15:37:52.634099,240,15,240,16,240,16
15:37:52.683424,240,15,240,14,240,14
15:37:52.718089,240,15,240,14,240,14
15:37:52.734176,240,15,240,16,240,16
15:37:52.782872,240,15,240,14,240,14
15:37:52.883445,240,15,240,14,240,14
15:37:53.048125,240,15,240,14,240,14
15:37:53.114037,240,15,240,14,240,14
15:37:53.164268,240,15,240,16,240,16
15:37:53.329072,240,15,240,14,240,14
15:37:53.413776,240,15,240,16,240,16
15:37:53.427997,240,15,240,14,240,14
15:37:53.543362,240,15,240,16,240,16
15:37:53.643528,240,15,240,16,240,16
15:37:53.693085,240,15,240,14,240,14
15:37:53.744164,240,15,240,16,240,16
15:37:53.793379,240,15,240,14,240,14
15:37:53.843367,240,15,240,16,240,16
15:37:53.928072,240,15,240,14,240,14
15:37:54.042634,240,15,240,16,240,16
15:37:54.107701,240,15,240,16,240,16
15:37:54.123526,240,15,240,14,240,14
15:37:54.188138,240,15,240,14,240,14
15:37:54.237664,240,15,240,16,240,16
15:37:54.303409,240,15,240,16,240,16
15:37:54.353356,240,15,240,14,240,14
15:37:54.504095,240,15,240,16,240,16
15:37:54.552983,240,15,240,14,240,14
15:37:54.603419,240,15,240,16,240,16
15:37:54.653694,240,15,240,14,240,14
15:37:54.703190,240,15,240,16,240,16
15:37:54.752624,240,15,240,14,240,14
15:37:54.818232,240,15,240,14,240,14
15:37:54.903281,240,15,240,16,240,16
15:37:54.953001,240,15,240,14,240,14
15:37:55.068550,240,15,240,16,240,16
15:37:55.118438,240,15,240,14,240,14
15:37:55.218242,240,15,240,14,240,14
15:37:55.318419,240,15,240,14,240,14
15:37:55.367914,240,15,240,16,240,16
15:37:55.402802,240,15,240,16,240,16
15:37:55.487643,240,15,240,14,240,14
15:37:55.748102,240,15,240,16,240,16
15:37:55.957494,240,15,240,14,240,14
15:37:56.073055,240,15,240,16,240,16
15:37:56.137553,240,15,240,16,240,16
15:37:56.373078,240,15,240,14,240,14
15:37:56.408359,240,15,240,14,240,14
15:37:56.458206,240,15,240,16,240,16
15:37:56.563960,240,15,240,14,240,14
15:37:56.613863,240,15,240,16,240,16
15:37:56.662894,240,15,240,14,240,14
15:37:56.712620,240,15,240,16,240,16
15:37:56.763977,240,15,240,14,240,14
15:37:56.802780,240,15,240,14,240,14
15:37:56.853277,240,15,240,16,240,16
15:37:56.918488,240,15,240,16,240,16
15:37:57.018391,240,15,240,16,240,16
15:37:57.102520,240,15,240,14,240,14
15:37:57.287510,240,15,240,16,240,16
15:37:57.355178,240,15,240,16,240,16
